"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0002181","GO:0002181","cytoplasmic translation","71/5588","153/16990",0.000329514007964631,0.00651637047526318,0.00537682145804888,"AARS1/CPEB1/CPEB2/CPEB3/CPEB4/CSDE1/DENR/DHX9/DPH1/DPH2/DPH3/DPH5/DRG1/EIF2S2/EIF3A/EIF3B/EIF3G/EIF3H/EIF3I/EIF3J/EIF4A2/EIF4B/EIF4G1/EIF4H/EIF5/FAU/FMR1/FTSJ1/HNRNPD/HNRNPU/IGF2BP1/METTL3/MIF4GD/MTOR/NCBP1/NCK1/NEMF/PABPC1/PAIP1/RBM24/RBM4/RPL10A/RPL12/RPL13/RPL17/RPL22L1/RPL23A/RPL24/RPL26/RPL26L1/RPL27A/RPL3/RPL36/RPL9/RPLP2/RPS15/RPS15A/RPS23/RPS26/RPS27/RPS27A/RPS3A/RPSA/SLBP/SYNCRIP/UBA52/UNK/YBX1/YTHDF2/ZC3H15/ZNF385A",71
"GO:0009081","GO:0009081","branched-chain amino acid metabolic process","18/5588","27/16990",0.000334047114348159,0.00656318412786042,0.00541544858226934,"ACADSB/AUH/BCAT2/BCKDHA/BCKDK/DBT/DLD/ECHS1/HIBADH/HIBCH/HMGCL/HSD17B10/ILVBL/IVD/MCCC1/MCCC2/PCCA/SDSL",18
"GO:0042026","GO:0042026","protein refolding","18/5588","27/16990",0.000334047114348159,0.00656318412786042,0.00541544858226934,"B2M/CRYAB/DNAJA2/FKBP1A/FKBP1B/HSP90AA1/HSPA13/HSPA14/HSPA1A/HSPA1B/HSPA1L/HSPA2/HSPA5/HSPA6/HSPA7/HSPA8/HSPB1/SNRNP70",18
"GO:0000381","GO:0000381","regulation of alternative mRNA splicing, via spliceosome","33/5588","60/16990",0.00033498293280195,0.00656318412786042,0.00541544858226934,"CELF1/CELF2/CELF3/CELF4/DDX5/FAM172A/FMR1/FXR2/HNRNPL/HNRNPU/KHDRBS1/KHDRBS3/MBNL1/MBNL2/MBNL3/NOVA1/PTBP1/PUF60/RAVER1/RAVER2/RBFOX2/RBM10/RBM11/RBM15/RBM24/RBM38/RBM4/RBMX/RNPS1/SMU1/SRSF6/TIA1/ZBTB7A",33
"GO:0007042","GO:0007042","lysosomal lumen acidification","15/5588","21/16990",0.000340106212095356,0.0066226817005562,0.00546454152853243,"ATP6AP1/ATP6V0A1/ATP6V0B/ATP6V0C/ATP6V1A/ATP6V1F/ATP6V1H/CLN3/CLN5/CLN6/GRN/SNAPIN/TMEM106B/TMEM199/TMEM9",15
"GO:0009083","GO:0009083","branched-chain amino acid catabolic process","15/5588","21/16990",0.000340106212095356,0.0066226817005562,0.00546454152853243,"ACADSB/AUH/BCAT2/BCKDHA/BCKDK/DBT/DLD/ECHS1/HIBADH/HIBCH/HMGCL/HSD17B10/IVD/MCCC1/MCCC2",15
"GO:0000466","GO:0000466","maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","16/5588","23/16990",0.000346178892467981,0.0066998280773986,0.00552819694775569,"ABT1/ERI2/ERI3/EXOSC10/EXOSC3/EXOSC9/FCF1/FTSJ3/KRI1/NOL9/NOP14/PES1/RPP40/RRS1/URB1/UTP20",16
"GO:0140747","GO:0140747","regulation of ncRNA transcription","16/5588","23/16990",0.000346178892467981,0.0066998280773986,0.00552819694775569,"ATRX/CC2D1A/MACROH2A1/LARP7/MEPCE/MTOR/NCL/NOL11/PIH1D1/PWP1/SIRT7/SMARCA4/SMARCB1/WDR82/ZC3H4/ZNF143",16
"GO:0031929","GO:0031929","TOR signaling","59/5588","123/16990",0.000352345653296201,0.0067984504775814,0.00560957277492207,"GPAT3/AKT1/AKT1S1/BMAL1/KICS2/C9orf72/CCDC88A/CLEC16A/CTNS/DDIT4/DEPDC5/DEPTOR/EIF4EBP2/FAM83D/FBXO9/GAS6/GBA1/GNA12/GOLPH3/GPR137/GPR137C/GSK3A/HIF1A/ITFG2/KPTN/LAMTOR1/LAMTOR3/LARP1/MAPKAP1/MAPKAPK5/MLST8/MTOR/NPRL3/OTUD5/PDCD6/PIH1D1/PRKAA2/PRR5/PRR5L/RICTOR/RNF152/RNF167/RPS6KB1/RPTOR/RRAGA/RRAGC/RRAGD/SEC13/SEH1L/SESN2/SESN3/SMCR8/TELO2/TIPRL/TMEM127/PIP4P1/TSC2/WAC/ZMPSTE24",59
"GO:0014033","GO:0014033","neural crest cell differentiation","48/5588","96/16990",0.000370572989449521,0.00712847677886532,0.00588188579107118,"ALDH1A2/BMP4/BMP7/CDC42/CITED2/CORO1C/EDNRA/EDNRB/FAM172A/FN1/GBX2/GDNF/HAND2/HES1/HIF1A/JAG1/KBTBD8/KITLG/LAMA5/LRP6/MAPK1/MAPK3/MEF2C/NOLC1/NRP2/NRTN/OTUD5/PDCD6/PEF1/SEMA3D/SEMA3E/SEMA3F/SEMA4C/SEMA4F/SEMA4G/SEMA5B/SEMA6A/SEMA6B/SEMA6D/SFRP1/SIX1/SNAI2/SOX8/SOX9/TAPT1/TBX1/TCOF1/TWIST1",48
"GO:0070507","GO:0070507","regulation of microtubule cytoskeleton organization","70/5588","151/16990",0.00037502136583011,0.00719225265948502,0.00593450887699358,"ABL1/AKAP9/ARHGEF2/ARHGEF7/ATAT1/BICD1/CAMSAP1/CDK2AP2/CDK5R1/CEP70/CHMP1A/CHMP1B/CHMP4A/CHMP4B/CHMP6/CHMP7/CYLD/DCTN1/DRG1/EML2/EPHA3/GAS2L1/GIT1/HNRNPU/HSPA1A/HSPA1B/INPP5J/KATNB1/KIF15/MAP1A/MAP1B/MAP6/MAP9/MAPRE1/MAPRE2/MAPT/MARK2/MECP2/MID1/MID1IP1/NUMA1/OCLN/PARP3/PKD1/PLK1/PRKAA2/PRUNE1/PSRC1/RAC1/RAE1/RANGRF/RASSF7/RHOA/RNF4/ROCK1/SKA1/SKA3/SLAIN1/SLAIN2/SPAG5/SPAST/STIL/STMN1/STMN3/TACC3/TBCD/TRAF3IP1/TRIM36/TRPV4/TTBK2",70
"GO:0140467","GO:0140467","integrated stress response signaling","24/5588","40/16990",0.000385043372981652,0.00730280083286465,0.00602572496009261,"CEBPB/CEBPD/CEBPG/CREB3/CREBZF/DDIT3/EIF2AK1/EIF2AK3/EIF2AK4/FOS/FOSL1/HSPA5/IMPACT/JUN/JUNB/NCK1/NFE2L3/PPP1R15A/PPP1R15B/PTPN1/PTPN2/QRICH1/TMED2/TMEM33",24
"GO:0048588","GO:0048588","developmental cell growth","97/5588","221/16990",0.000385298072865037,0.00730280083286465,0.00602572496009261,"ABL1/ADNP/ALCAM/APP/ARIH2/AUTS2/C9orf72/CDH1/CDH4/CDK5/CDKL5/CPNE1/CRABP2/CTDP1/CTNNB1/CTTN/CXCL12/CYFIP2/DBN1/DBNL/DNM2/DPYSL2/DVL1/EDNRA/EIF2AK4/EPHA7/FLRT3/FN1/FSTL4/GATA4/GDI1/GSK3A/HSP90AA1/HSP90AB1/IFRD1/IMPACT/IQGAP1/ITGA4/ITGB1/KIAA0319/L1CAM/LAMB2/LIMK1/LPAR3/MACF1/MAP1B/MAP2K4/MAP3K13/MAPT/MEGF8/MEX3C/NIN/NRP2/NTN1/PDLIM5/PLXNA1/POU4F2/PPARA/PPP3CB/PRMT2/PTPRS/RARG/RASAL1/RGS4/RIMS1/RIMS2/RNF157/SEMA3D/SEMA3E/SEMA3F/SEMA4C/SEMA4F/SEMA4G/SEMA5B/SEMA6A/SEMA6B/SEMA6D/SIN3A/SLC23A2/SLIT2/SLIT3/SOX9/SPAG9/SPG11/SSNA1/ST8SIA2/SYT17/SYT2/SYT4/TGFBR2/TTL/TWF2/ULK1/UNC13A/VCL/VEGFA/ZFYVE27",97
"GO:2001234","GO:2001234","negative regulation of apoptotic signaling pathway","97/5588","221/16990",0.000385298072865037,0.00730280083286465,0.00602572496009261,"AKT1/ARHGEF2/ATAD5/BAK1/BAX/BCL2L1/BCL2L2/BDKRB2/BID/BMI1/BMP4/BRCA1/CD44/CLU/COL2A1/CREB3/CREB3L1/CSNK2A1/CTH/CTNNB1/CTTN/CX3CR1/CXCL12/ENO1/EYA1/EYA3/EYA4/FAIM/FXN/GATA4/GCLC/GDNF/GHITM/GNAI2/GPX1/GRINA/HDAC1/HELLS/HERPUD1/HIF1A/HMGB2/HMOX1/HSPA1A/HSPA1B/HSPB1/HTT/IFI6/ING2/ITGA6/IVNS1ABP/MAPK8IP2/MAZ/MDM2/MEIS3/NDUFS3/NLE1/NME5/NOC2L/NOG/NONO/NR4A2/OPA1/PARK7/PDX1/PEA15/PIH1D1/PIK3CB/PPIA/PPIF/PRDX2/PRELID1/PSMD10/PSME3/PTPN1/PTTG1IP/QARS1/RAF1/RELA/RIPK1/RPS6KB1/SCG2/SNAI2/TAF9B/TMBIM1/TMBIM6/TMEM14A/TNFAIP3/TRAP1/TRIAP1/TXNDC12/UNC5B/URI1/USP47/XBP1/YAP1/ZMYND11/ZNF385A",97
"GO:0048145","GO:0048145","regulation of fibroblast proliferation","43/5588","84/16990",0.000385387252522,0.00730280083286465,0.00602572496009261,"ABL1/AQP1/B4GALT7/BAX/BMI1/BRK1/C1QL4/CAV1/CCNA2/CCNB1/CDC6/CDK4/CDK6/CDKN1A/CTNNB1/DAB2IP/DHX9/E2F1/EGFR/EMD/FN1/FTH1/GAS6/HRAS/ING5/JUN/LIF/LIG4/MED25/MORC3/MYC/NUPR1/PDGFA/PDGFC/PDGFRA/PEX2/RNASEH2B/SFRP1/SIRT6/SKI/TP53INP1/ZMIZ1/ZMPSTE24",43
"GO:0007160","GO:0007160","cell-matrix adhesion","100/5588","229/16990",0.000393996845621225,0.00744372611905815,0.00614200596432085,"ABL1/ACER2/ACTG1/ACTN2/ADAM9/ADAMTS13/ADAMTS9/ARHGEF7/BCAM/BCAS3/BCL2L11/BCL6/BCR/BST1/CASK/CD44/CDK5/CDK6/COL13A1/COL17A1/COL3A1/CORO1C/CORO2B/CSF1/CTNNB1/CTTN/DAG1/DLC1/DUSP3/EDA/EPB41L5/EPHA3/FBLN5/FERMT1/FN1/FUT1/GPM6B/HOXA7/HOXD3/ITGA1/ITGA10/ITGA11/ITGA3/ITGA4/ITGA5/ITGA6/ITGA7/ITGA8/ITGA9/ITGAE/ITGAL/ITGB1/ITGB1BP1/ITGB4/ITGB5/JAG1/JAM3/L1CAM/LIMCH1/LIMS1/MACF1/MAP4K4/MINK1/NF2/NID1/NID2/NPNT/ONECUT2/PEAK1/PIK3CB/PIK3R1/PIP5K1A/PKD1/PLAU/PLEKHA2/POLDIP2/PPFIA1/PPFIA2/PPM1F/PTPRJ/PTPRK/PXN/RAC1/RASA1/RCC2/RHOA/ROCK1/RRAS/SDC4/SEMA3E/SFRP1/SGCE/SNED1/STON1/TECTA/THBS3/TMEM8B/TRPM7/VCL/VEGFA",100
"GO:0019079","GO:0019079","viral genome replication","60/5588","126/16990",0.000401820401735594,0.00756133721743453,0.00623904984478397,"ADAR/ADARB1/GRK2/APOBEC3F/APOBEC3G/ATG16L1/ATG16L2/BANF1/BST2/SHFL/CCNK/CNOT7/CTBP1/DDB1/DDX56/EEF1A1/EIF2AK2/EIF2AK4/TASOR/FBXL2/FMR1/GAS6/HSPA8/HTATSF1/IFI16/IFIH1/IFITM1/CXCL8/ILF3/INPP5K/KPNA6/LARP1/MAVS/N4BP1/NFIA/PABPC1/PCBP2/PDE12/PHB1/PPARA/PPIA/PPID/PROX1/HACD3/RAD23A/SMARCB1/SRPK1/SRPK2/STAU1/TARBP2/TMEM39A/TMEM41B/TOP2A/TRIM28/TRIM6/VAPB/VCP/YTHDC2/ZC3H12A/ZC3HAV1",60
"GO:0007041","GO:0007041","lysosomal transport","58/5588","121/16990",0.000402604281583628,0.00756133721743453,0.00623904984478397,"ADRB2/ANKFY1/AP1G1/AP3B1/AP3D1/AP3M1/ARL8B/ARSB/ATG14/C9orf72/CACNG4/CDX2/CHMP1A/CHMP1B/CHMP4A/CHMP4B/CHMP6/CHMP7/CLEC16A/CLN3/CLU/DENND3/GAK/GCC2/GRN/HGS/HOOK3/HSPA1A/HSPA8/KIF13A/LAMP1/LAMP2/LRP1/LYST/MGRN1/NAGPA/PLEKHF1/RAB7A/RHOB/RNF157/SCARB2/SNAPIN/SNX16/SNX27/SORL1/SORT1/TGFBRAP1/TMEM106B/TPCN2/VCP/VPS18/VPS33A/VPS35/VPS39/VPS41/VPS4A/VPS53/RBSN",58
"GO:0007178","GO:0007178","transmembrane receptor protein serine/threonine kinase signaling pathway","154/5588","374/16990",0.000419181416942475,0.00784945025000245,0.00647677916691742,"ABL1/ACVR1B/ACVR1C/ADAM17/ADAM9/AMH/ARID4A/ARID4B/AXIN1/BMP2/BMP3/BMP4/BMP7/BMPER/BRMS1/BRMS1L/C20orf27/CAV1/CAV2/CDKN1C/CDKN2B/CHRD/CHST11/CITED2/COL3A1/CRIM1/CSNK2B/CCN1/DAB2/DDX5/DKK3/DNM2/EGR1/EID2/ETV2/FAM89B/FBN1/FBN2/FERMT1/FKBP1A/FOS/FST/FSTL1/FURIN/GATA4/GCNT2/GDF11/GDF15/GDF7/GLG1/GPC3/HDAC1/HES1/HES5/HSP90AB1/HSPA1A/HSPA5/HTRA1/IL17RD/ING1/ING2/INHBA/INHBB/INHBE/ITGA3/ITGA8/ITGB5/JUN/KIAA0319/ELAPOR2/LATS2/LPXN/LRP1/LRP2/LTBP1/LTBP2/LTBP3/LTBP4/MAGI2/MAPK3/MEGF8/MEN1/MIR17HG/PALS1/MSX1/MSX2/MTMR4/NOG/NPNT/NUMA1/NUP93/OGT/ONECUT2/PARP1/PDPK1/PEG10/PPARA/PPARG/PPM1A/PTPRK/PXN/RASL11B/RBBP4/RBBP7/RBM14/RBPJ/RBPMS/RBPMS2/RGMA/RGMB/RNF165/RUNX2/SAP30/SAP30L/SCUBE3/SDCBP/SFRP1/SFRP4/SH2B1/SIN3A/SKI/SLC2A10/SMAD1/SMAD2/SMAD5/SMAD6/SNX25/SORL1/SPRED1/SPRY2/STAT3/STRAP/SULF1/TAB1/TET1/TGFB1/TGFBR2/TGFBR3/TGFBRAP1/TGIF2/TMEM100/TOB1/TRIM33/UBE2D1/UBE2O/USP15/VIM/ZBTB7A/ZEB1/ZEB2/ZFYVE9/ZMIZ1/ZNF451/ZNF703",154
"GO:0071230","GO:0071230","cellular response to amino acid stimulus","37/5588","70/16990",0.000431061131696928,0.00802456323757214,0.00662126930490482,"ASS1/BAIAP2/BCL2L1/BCL2L2/CAPN2/CEBPB/COL3A1/COL4A1/COL4A6/CPEB1/CPEB3/CPEB4/CYBA/CYBB/EGFR/GCLC/HNRNPD/HSF1/IPO5/LAMTOR1/LAMTOR3/MMP2/MTOR/NTRK2/PDGFC/PDGFRA/PNPLA3/RPTOR/RRAGA/RRAGC/RRAGD/SESN2/SESN3/SIX1/SLC7A5/XBP1/ZEB1",37
"GO:0090307","GO:0090307","mitotic spindle assembly","37/5588","70/16990",0.000431061131696928,0.00802456323757214,0.00662126930490482,"ARHGEF10/AURKB/BCCIP/BIRC5/CCDC61/CDC20/CDCA8/CHMP1A/CHMP1B/CHMP4A/CHMP4B/CHMP6/CHMP7/DRG1/TASOR/HNRNPU/HSPA1A/HSPA1B/INCENP/KIF15/KIF3B/KIF4A/KIF4B/KIFC1/KPNB1/LSM14A/MAP9/MYBL2/PIBF1/PLK1/POLDIP2/RHOA/SMC1A/SMC3/SPICE1/STAG1/WRAP73",37
"GO:0050808","GO:0050808","synapse organization","170/5588","418/16990",0.000442402236003581,0.00821160641564542,0.00677560334365596,"ABL1/ACHE/ACTB/ACTBL2/ACTG1/ACTR2/ADAM10/ADD2/ADNP/AGRN/AMIGO2/AMIGO3/APBB2/APP/ARC/ARF4/ARHGAP39/ARHGEF9/ADGRB1/BAIAP2/GPRASP3/CACNB1/CACNB3/CACNB4/CAMK2B/CAMKV/CAPRIN1/CAPRIN2/CDC20/CDC42/CDH1/CDK5/CDK5R1/CDKL5/CFL1/CHD4/CLN3/CNTNAP1/COL4A1/COL4A5/CTNNB1/CTNND2/CTTN/CX3CR1/DAB2IP/DAG1/DBN1/DBNL/DCTN1/DLGAP3/DMPK/DNAJA3/DNM3/DRP2/DVL1/EEF2K/EFNA1/EGLN1/EIF4G1/ELFN1/EPHA4/EPHA7/EPHB2/EPHB3/ERBB2/F2R/FLRT2/FLRT3/FRMPD4/FZD5/GDNF/GLRB/GPC4/GPC6/GPHN/GPM6A/HOMER1/HSPA8/IGF1R/IGFN1/INA/INSR/ITGA3/KIF1A/L1CAM/LAMB2/LGMN/LRFN3/LRP4/LRP8/LRRC4/LRRC4B/LRRTM2/MAP1B/MAPT/MDGA1/MECP2/MEF2C/MTMR2/NFATC4/NFIA/NGEF/NPTX1/NRP2/NRXN1/NTN1/NTNG2/NTRK2/OBSL1/OXTR/P2RX2/PALM/PCDH17/PCDHB10/PCDHB11/PCDHB13/PCLO/PDLIM5/PDZRN3/PFN1/PFN2/PICK1/PLXND1/POU4F1/PPFIA1/PPFIA2/PPFIA4/PRMT3/PTPRD/PTPRF/PTPRS/RAB39B/RER1/RHOA/SDCBP/SDK1/SDK2/SEMA3E/SEMA3F/SETD5/SHANK1/SHANK2/SIX1/SIX4/SLC25A46/SLC7A11/SLITRK3/SLITRK5/SLITRK6/SNAPIN/SNCG/SNTA1/SPG11/ST8SIA2/STAU1/SYN1/SYNGAP1/SYNPO/TANC2/TPBG/TUBA1A/TUBB/UNC13A/UNC13B/VCP/VPS35/WASF2/WASF3/WNT7B/ZDHHC12",170
"GO:1903052","GO:1903052","positive regulation of proteolysis involved in protein catabolic process","63/5588","134/16990",0.000450501803496548,0.00833756690552794,0.00687953651741237,"AKT1/ANKIB1/ARIH1/ARIH2/ATP5IF1/ATXN3/AXIN1/BAG6/BCAP31/CAV1/CCDC22/CDC20/CHFR/CLU/CSNK1D/CTSC/DAB2/DAB2IP/DDA1/DVL1/FBXW7/FMR1/FZR1/GBA1/GCLC/GSK3A/HECTD1/HERPUD1/HSPA1A/HSPA1B/HSPBP1/KEAP1/MAGEF1/MDM2/MKRN2/NKD2/NUPR1/PLK1/PLK3/PRICKLE1/PSMC2/PSMC3/PSMC4/PSMC5/PSMD10/RAD23A/RCHY1/RNF14/RNF144A/RNF185/RNF40/RNFT2/SGTA/SIRT2/SIRT6/SOCS4/ELOB/TRIB2/TRIB3/USP13/USP5/VCP/ZER1",63
"GO:0001558","GO:0001558","regulation of cell growth","167/5588","410/16990",0.000454484334913838,0.00837261078287745,0.00690845210353832,"ABL1/ACVR1B/ADAM10/ADAM17/ADIPOR1/ADNP/AGTR1/AKT1/ARHGEF11/ATAD3A/BAP1/BCAR1/BCL6/BRAT1/BST2/BTG1/CAPRIN2/CDC42/CDH1/CDH4/CDK5/CDKL5/CDKN1A/CDKN2AIP/CRABP2/CRYAB/CSNK2A1/CTDP1/CTTN/CXCL12/CYBA/CYP27B1/DAB2/DACT3/DBN1/DBNL/DDX49/DNM2/DPYSL2/EGFR/EI24/EIF4G1/EIF4G2/ENO1/EPHA7/ERBB2/EXOSC9/EXTL3/FBLN5/FHL1/FN1/FSTL4/FXN/GDI1/GNG4/GSK3A/H3-5/HBEGF/HDGFL2/HSPA1A/HSPA1B/HYAL2/IFRD1/IGFBP5/IGFBP7/IL17RB/ING1/ING4/ING5/INHBA/INO80/KAZALD1/KDM2B/KIAA0319/L1CAM/LAMTOR1/LIMK1/LPAR3/LTBP4/MACF1/MAD2L2/MAP1B/MAP3K13/MAPKAP1/MAPT/MEAF6/MEGF8/MLST8/MSX1/MTOR/NCBP1/NDUFS3/NTN1/NUBP1/OSGIN1/PAK4/PHB1/PLCE1/POU4F2/PPARA/PPARD/PPP1R9B/PPP2CA/PPP2R1A/PRDM11/PRR5/PSMD10/PSRC1/PTPRJ/PTPRS/RASAL1/RASGRP2/RBBP7/RERG/RGS4/RHOA/RICTOR/RIMS1/RIMS2/RNF157/RPTOR/SDCBP/SEMA3D/SEMA3E/SEMA3F/SEMA4C/SEMA4F/SEMA4G/SEMA5B/SEMA6A/SEMA6B/SEMA6D/SERPINE2/SERTAD2/SERTAD3/SESN2/SFN/SFRP1/SIN3A/SLC23A2/SLIT2/SLIT3/SMARCA4/SPAG9/SPHK2/SPOCK1/SUPV3L1/SYT17/SYT2/SYT4/TAF9B/TCHP/TEAD1/TGFB1/TMEM97/TSPYL2/TTL/TWF2/ULK1/UNC13A/URI1/USP47/VEGFA/VGLL4/WNT11/YAP1/ZFYVE27",167
"GO:0009408","GO:0009408","response to heat","53/5588","109/16990",0.000455033194721601,0.00837261078287745,0.00690845210353832,"AKT1/ATR/ATXN3/BAG3/TCIM/CLPB/CRYAB/CXCL12/DAXX/DNAJA2/DNAJA3/DNAJB1/DNAJC2/DNAJC7/EIF2B1/EIF2B2/EIF2B4/EIF2B5/GCLC/HMOX1/HSBP1/HSBP1L1/HSF1/HSP90AA1/HSP90AB1/HSP90AB3P/HSPA1A/HSPA1B/HSPA2/HSPA6/HSPB1/IER5/IGFBP7/IRAK1/MAPKAPK2/MAPT/MICB/MTOR/NOS1/PDCD6/POLR2D/PRKACA/RBBP7/RPS6KB1/SCARA5/SCN2B/SOD1/STAC/TP53INP1/TRPV1/TRPV4/VCP/YWHAE",53
"GO:0006888","GO:0006888","endoplasmic reticulum to Golgi vesicle-mediated transport","59/5588","124/16990",0.000458869480091509,0.00841879612607196,0.00694656079384042,"ANK1/ARCN1/ARF4/BCAP31/COPE/COPG2/CREB3L2/CSNK1D/MIA2/STEEP1/ERGIC1/ERGIC3/GBF1/GOLT1B/INSIG1/KDELR1/KDELR2/KDELR3/LMAN1/LMAN2/MIA3/NRBP1/NRBP2/PDCD6/PEF1/PGAP1/PPP6C/RAB1B/RANGRF/RINT1/SAR1A/SAR1B/SCFD1/SEC13/SEC16A/SEC24C/SEC24D/SEC31A/SEC31B/SORL1/SPAST/TEX261/TMED1/TMED2/TMED7/TRAPPC1/TRAPPC10/TRAPPC12/TRAPPC2L/TRAPPC2B/TRAPPC3/TRAPPC5/TRAPPC6A/VAPB/VCP/VTI1A/YIPF4/YKT6/ZW10",59
"GO:0000724","GO:0000724","double-strand break repair via homologous recombination","72/5588","157/16990",0.000461451289446395,0.00844176595217786,0.00696551377608149,"ACTB/ACTL6A/ACTR2/ARID2/BRCA1/SHLD1/RADX/DMAP1/EPC2/SLF2/SHLD2/FANCB/FBH1/FEN1/FUS/GEN1/GINS4/H2AX/HDGFL2/HELB/HUS1/INO80/INTS3/KAT5/KLHL15/MAD2L2/MAGEF1/MCM2/MCM3/MCM4/MCM6/MCM7/MEAF6/MMS22L/MORF4L2/MUS81/NBN/PARP1/PIAS4/POLN/PPP4R2/PSMD14/RAD51AP1/RAD51C/RAD51D/RAD54B/RBBP8/RECQL5/REV3L/RFWD3/RMI2/RPA1/RPA2/RPA4/RUVBL1/RUVBL2/SAMHD1/SETD2/SFPQ/SIRT6/SWSAP1/TERF2IP/TIMELESS/TP53BP1/TRRAP/UBE2N/UBQLN4/WDR48/XRCC2/XRCC3/ZFYVE26/ZSWIM7",72
"GO:0071559","GO:0071559","response to transforming growth factor beta","114/5588","267/16990",0.000465136055585119,0.0084847232208458,0.0070009589007609,"ABL1/ADAM17/ADAM9/ARID4A/ARID4B/AXIN1/BMP2/BRMS1/BRMS1L/C20orf27/CAV1/CAV2/CDKN1C/CDKN2B/CHST11/CITED2/COL3A1/COL4A2/CRK/CX3CR1/DAB2/DKK3/DNM2/EID2/EPB41L5/FAM89B/FBN1/FBN2/FERMT1/FGFR2/FKBP1A/FOS/FURIN/GCNT2/GDF15/GLG1/HDAC1/HSP90AB1/HSPA1A/HSPA5/HTRA1/HYAL2/IGF1R/IL17RD/ING1/ING2/ITGA3/ITGA8/ITGB5/JUN/LATS2/LIMS1/LPXN/LTBP1/LTBP2/LTBP3/LTBP4/MEF2C/MEN1/MIR17HG/PALS1/MTMR4/NPNT/OGT/ONECUT2/PAK2/PARP1/PDE3A/PDGFA/PDPK1/PEG10/PPARA/PPARG/PPM1A/PTPRK/PXN/RASL11B/RBBP4/RBBP7/ROCK1/SAP30/SAP30L/SDCBP/SFRP1/SIN3A/SKI/SLC2A10/SMAD1/SMAD2/SMAD5/SMAD6/SNX25/SOX5/SOX9/SPRED1/SPRY2/STAT3/STRAP/TAB1/TET1/TGFB1/TGFBR2/TGFBR3/TGFBRAP1/TRIM33/USP15/ZBTB7A/ZEB1/ZEB2/ZFP36L1/ZFYVE9/ZMIZ1/ZNF451/ZNF703",114
"GO:0062197","GO:0062197","cellular response to chemical stress","136/5588","326/16990",0.000466515553471391,0.00848550353420168,0.00700160275697071,"ABL1/AGAP3/AIFM1/AIFM2/AKR1B1/AKT1/ALOX5/ANXA1/APEX1/AQP1/ARHGEF2/ARL6IP5/ARNT/BMAL1/ATG7/ATP2A2/BAD/BDKRB2/BMP7/CAPN3/CASP3/CAT/CAV1/CHD6/CHUK/CLN3/CPEB2/CTNNB1/DAPK1/DDIT3/DHFR/DHRS2/EDNRA/EFHD1/EGFR/EIF2AK3/EPAS1/ERN1/ETV5/FANCC/FAS/FBLN5/FBXO7/FBXW7/FOS/FXN/GAS5/GATA4/GCH1/GJB2/GLRX2/GPR37/GPX1/GSR/HIF1A/HMOX1/HSF1/HSPA1A/HSPA1B/HSPB1/IL18BP/IMPACT/JUN/KDM6B/KEAP1/LANCL1/LETM1/LRRC8C/LRRC8D/MAPK1/MAPK3/MAPKAP1/MAPT/MGAT3/MLST8/MMP2/MTOR/MYLK/NFAT5/NME5/NONO/NQO1/NR4A2/PARK7/PARP1/PDGFRA/PDK1/PDK2/PLA2R1/PLEC/PNPLA8/PPARGC1A/PPARGC1B/PPIA/PPIF/PRDX1/PRDX2/PRDX3/PRKAA2/PRKRA/PRR5L/PTPRK/PXN/RBM11/RELA/RELB/RHOB/RIPK1/RPTOR/SCN2A/SELENON/SESN2/SFPQ/SIN3A/SIRT2/SLC25A23/SLC25A24/SLC2A1/SLC2A4/SLC4A11/SLC7A11/SOD1/SRXN1/STAU1/TBC1D24/TNFAIP3/TP53INP1/TRAP1/TRPV4/TSPO/VKORC1L1/XRCC5/ZC3H12A/ZFP36L1/ZNF277/ZNF622",136
"GO:1900152","GO:1900152","negative regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay","10/5588","12/16990",0.000479019565507428,0.00868804629097472,0.00716872588861642,"CSDE1/DHX9/HNRNPD/HNRNPU/IGF2BP1/PABPC1/PAIP1/SYNCRIP/TOB1/YBX1",10
