"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0005761","GO:0005761","mitochondrial ribosome","45/5586","85/17401",5.39353414537819e-05,0.000657663195791276,0.000437709562222542,"AURKAIP1/GADD45GIP1/MRPL1/MRPL11/MRPL12/MRPL14/MRPL15/MRPL20/MRPL23/MRPL27/MRPL28/MRPL3/MRPL30/MRPL33/MRPL35/MRPL36/MRPL37/MRPL38/MRPL4/MRPL40/MRPL41/MRPL44/MRPL45/MRPL46/MRPL47/MRPL49/MRPL51/MRPL52/MRPL53/MRPL54/MRPL9/MRPS10/MRPS11/MRPS12/MRPS15/MRPS16/MRPS18A/MRPS18B/MRPS2/MRPS23/MRPS25/MRPS35/MRPS5/MRPS7/MTG1",45
"GO:0120114","GO:0120114","Sm-like protein family complex","45/5586","85/17401",5.39353414537819e-05,0.000657663195791276,0.000437709562222542,"CD2BP2/CLNS1A/DDX23/EFTUD2/GEMIN4/GEMIN5/GEMIN7/HEXIM1/HTATSF1/LARP7/LSM2/LSM3/LSM4/LSM5/LSM6/LSM7/LUC7L2/LUC7L3/MEPCE/PRPF3/PRPF39/PRPF4/PRPF40B/PRPF6/PRPF8/RBM42/SF3A1/SF3A3/SF3B1/SF3B2/SF3B3/SF3B4/SNRNP200/SNRNP27/SNRNP40/SNRNP70/SNRPB/SNRPC/SNRPD1/SNRPD2/SNRPD3/STRAP/TXNL4B/USP39/ZMAT2",45
"GO:0016591","GO:0016591","RNA polymerase II, holoenzyme","41/5586","76/17401",6.50038728744572e-05,0.000770979108323588,0.000513127281785958,"ATXN7L3/CCNH/CTR9/ENY2/ERCC2/ERCC3/GTF2A1/GTF2F1/GTF2H1/KAT2A/MNAT1/MYO6/PAF1/PEX2/POLR2A/POLR2B/POLR2D/POLR2E/POLR2F/POLR2G/POLR2H/POLR2I/POLR2J/POLR2L/RECQL5/RPAP2/RPRD1B/RTF1/SUPT3H/TADA3/TAF13/TAF4/TAF4B/TAF5L/TAF6L/TAF7/TAF8/TAF9B/TRRAP/USP22/SKIC8",41
"GO:0000315","GO:0000315","organellar large ribosomal subunit","31/5586","53/17401",6.6287886297663e-05,0.000770979108323588,0.000513127281785958,"GADD45GIP1/MRPL1/MRPL11/MRPL12/MRPL14/MRPL15/MRPL20/MRPL23/MRPL27/MRPL28/MRPL3/MRPL30/MRPL33/MRPL35/MRPL36/MRPL37/MRPL38/MRPL4/MRPL40/MRPL41/MRPL44/MRPL45/MRPL46/MRPL47/MRPL49/MRPL51/MRPL52/MRPL53/MRPL54/MRPL9/MRPS18A",31
"GO:0005762","GO:0005762","mitochondrial large ribosomal subunit","31/5586","53/17401",6.6287886297663e-05,0.000770979108323588,0.000513127281785958,"GADD45GIP1/MRPL1/MRPL11/MRPL12/MRPL14/MRPL15/MRPL20/MRPL23/MRPL27/MRPL28/MRPL3/MRPL30/MRPL33/MRPL35/MRPL36/MRPL37/MRPL38/MRPL4/MRPL40/MRPL41/MRPL44/MRPL45/MRPL46/MRPL47/MRPL49/MRPL51/MRPL52/MRPL53/MRPL54/MRPL9/MRPS18A",31
"GO:0005657","GO:0005657","replication fork","34/5586","60/17401",7.29317416738767e-05,0.000835399950082588,0.000556002751516955,"BAZ1B/BCL6/CARM1/DMAP1/EME1/EME2/H2AX/MCM3/MMS22L/MUS81/NBN/PARP1/PIF1/POLA1/POLA2/POLD1/POLH/RAD51C/RAD51D/RFC1/RPA1/RPA2/RPA4/SMARCA5/SMARCAD1/SMARCAL1/TEX264/TIMELESS/TP53BP1/UHRF1/WDHD1/XRCC2/XRCC3/ZMIZ2",34
"GO:0098798","GO:0098798","mitochondrial protein-containing complex","106/5586","242/17401",8.2121214770187e-05,0.000926621468153155,0.000616715485626856,"AGK/AURKAIP1/BAX/BCKDHA/BCKDK/BCS1L/COX5B/COX6B1/COX7C/DBT/DLAT/DLD/DNAJC11/GADD45GIP1/GRPEL1/HSD17B10/IDH3B/MCCC1/MCCC2/MRPL1/MRPL11/MRPL12/MRPL14/MRPL15/MRPL20/MRPL23/MRPL27/MRPL28/MRPL3/MRPL30/MRPL33/MRPL35/MRPL36/MRPL37/MRPL38/MRPL4/MRPL40/MRPL41/MRPL44/MRPL45/MRPL46/MRPL47/MRPL49/MRPL51/MRPL52/MRPL53/MRPL54/MRPL9/MRPS10/MRPS11/MRPS12/MRPS15/MRPS16/MRPS18A/MRPS18B/MRPS2/MRPS23/MRPS25/MRPS35/MRPS5/MRPS7/MTX1/MTX3/NDUFA1/NDUFA11/NDUFA12/NDUFA5/NDUFA8/NDUFAB1/NDUFB10/NDUFB11/NDUFB2/NDUFB5/NDUFB8/NDUFB9/NDUFC2/NDUFS2/NDUFS3/NDUFS5/NDUFS6/NDUFS7/NDUFS8/PDHA1/PDK1/PDK2/PHB1/PMPCA/POLRMT/PPIF/SAMM50/SDHC/SUCLG2/SUPV3L1/TIMM10/TIMM13/TIMM23/TIMM50/TIMM8A/TIMM9/TOMM20/TOMM22/TOMM40/TOMM40L/TOMM6/UQCR11/VDAC1",106
"GO:0035861","GO:0035861","site of double-strand break","36/5586","65/17401",8.67449952205923e-05,0.00094947110024544,0.000631923121578001,"ACTR2/ARPC1A/ARPC3/ARPC4/DDB1/H2AX/HELB/HUS1/IFFO1/INTS3/MAD2L2/NBN/NHEJ1/PARP1/PARP3/POLH/PRPF19/RAD50/RBBP8/RFWD3/RNF168/RNF169/RPA2/RPA4/SAMHD1/SIRT6/SIRT7/SMARCA5/SMARCAD1/SMARCAL1/TIMELESS/TP53BP1/UFL1/VCP/WDR70/ZBTB7A",36
"GO:0046540","GO:0046540","U4/U6 x U5 tri-snRNP complex","23/5586","36/17401",8.79139907634667e-05,0.00094947110024544,0.000631923121578001,"DDX23/EFTUD2/LSM2/LSM3/LSM4/LSM5/LSM6/LSM7/PRPF3/PRPF4/PRPF6/PRPF8/RBM42/SNRNP200/SNRNP27/SNRNP40/SNRPB/SNRPD1/SNRPD2/SNRPD3/TXNL4B/USP39/ZMAT2",23
"GO:0097526","GO:0097526","spliceosomal tri-snRNP complex","23/5586","36/17401",8.79139907634667e-05,0.00094947110024544,0.000631923121578001,"DDX23/EFTUD2/LSM2/LSM3/LSM4/LSM5/LSM6/LSM7/PRPF3/PRPF4/PRPF6/PRPF8/RBM42/SNRNP200/SNRNP27/SNRNP40/SNRPB/SNRPD1/SNRPD2/SNRPD3/TXNL4B/USP39/ZMAT2",23
"GO:0032040","GO:0032040","small-subunit processome","22/5586","34/17401",9.46562035932426e-05,0.0010050152610177,0.000668890691682627,"EMG1/FBL/FBLL1/FCF1/HEATR1/IMP3/IMP4/MPHOSPH10/NGDN/NOC4L/NOL10/NOL6/NOP14/PDCD11/PWP2/RRP9/UTP14A/UTP18/UTP20/UTP3/WDR46/XRCC5",22
"GO:0030426","GO:0030426","growth cone","74/5586","159/17401",9.57157391445433e-05,0.0010050152610177,0.000668890691682627,"ABL1/ADCY10/APBB2/APP/AUTS2/BASP1/BOC/C9orf72/CALM3/CCDC120/CDK5/CDK5R1/CDK5R2/CDKL5/CFL1/COPG2/CPEB4/CRMP1/CTTN/CYTH2/DBN1/DNM2/DVL1/EPHA4/EPS8/EXOC3/EXOC4/EXOC7/EXOC8/FEZ1/FLRT3/FMR1/FSCN1/FXR2/GPM6A/GPRIN1/HSP90AA1/HSP90AB1/IGF2BP1/IGHMBP2/INPP5J/IQGAP1/ITGA3/ITGA4/KATNB1/KIF21B/L1CAM/LMTK2/LRRC45/MAP1B/MAPT/MYH14/MYO5A/MYO9A/NEFL/NGEF/NIN/ORAI2/PCDH9/PPP1R9B/PSEN2/PTBP2/PTPRS/SHANK2/SIRT2/SLC2A13/SNAP25/STMN3/TIAM2/TRPV4/TUBB3/TWF2/UNC5C/ZFYVE27",74
"GO:0015629","GO:0015629","actin cytoskeleton","191/5586","475/17401",9.77486184941387e-05,0.00101230076139135,0.00067373957664309,"ABCB4/ABL1/ABL2/ABLIM1/ABLIM3/ACTA2/ACTB/ACTBL2/ACTG1/ACTL8/ACTN2/ACTN4/ACTR10/ACTR1A/ACTR1B/ACTR2/ADAM17/ADD1/ADD2/AHNAK/AIF1L/ALDOA/AMOT/ANKRD23/ANXA1/APBB3/ARC/ARHGAP35/ARPC1A/ARPC1B/ARPC3/ARPC4/ASAP1/AUTS2/BAG3/BAIAP2/BARX2/BCAR1/CAP1/CAPG/CAPN2/CAPZA1/CAPZA2/CAPZB/CASK/CDC42BPB/CDC42EP3/CDH1/CENPQ/CFL1/CGN/CGNL1/CIB2/CLIC5/CNN3/CORIN/CORO1C/CORO2B/COTL1/CRK/CROCC/CRYAB/CTTN/CYBA/DAPK1/DBN1/DBNL/DCTN4/DCTN5/DENND2A/DGKH/DHX9/DIAPH1/DIAPH2/DLC1/DNAJA3/DSTN/EEF1A1/EFR3B/EHBP1L1/EPHA3/FCHSD1/FHDC1/FHOD1/FILIP1/FLOT2/FSCN1/GAS2L1/GBP1/H1-0/HNRNPK/IPP/IQGAP1/IQGAP2/JAM3/KEAP1/KNTC1/KPTN/LANCL2/LASP1/LCP1/LIMCH1/LLGL2/LMOD1/LPXN/MACF1/MAEA/MARCKS/MARK2/MICAL1/MPRIP/MYADM/MYH14/MYH15/MYH9/MYL12A/MYL6/MYLK/MYL11/MYO18B/MYO1A/MYO1C/MYO1D/MYO3A/MYO5A/MYO5C/MYO6/MYO9A/NCOA5/NEB/NEURL1B/NEXN/NF2/NOTCH3/NTN1/ONECUT2/PARVA/PDLIM3/PDLIM4/PDLIM5/PDLIM7/PDXP/PEAK1/PGM5/PKNOX2/PLEKHH2/PLS3/PPP1R9B/PTPN12/PXN/RAB22A/RAB5A/RAC1/RAPGEF3/RDX/RHOQ/RHOU/RINL/ROR1/SCIN/SH3GL1/SH3PXD2A/SH3PXD2B/SHROOM1/SIPA1L3/SLC2A1/SLC9A3R1/SMTNL2/SPECC1/SPECC1L/SPRY2/SPTBN4/STK17B/SYNPO/TNNT1/TOPBP1/TPM3/TPM4/TRPV4/TTC17/TWF1/TWF2/VASP/VCL/VPS18/WASF2/WDR1/WIPF1/WIPF2/WIPF3/ZNF74",191
"GO:0030135","GO:0030135","coated vesicle","126/5586","297/17401",0.000106625377951776,0.00108930791529112,0.000724991901293728,"ABCB4/ADAM10/ADRB2/AP1B1/AP1G1/AP1M1/AP1S1/AP1S2/AP2A1/AP2A2/AP2B1/AP2M1/AP2S1/AP3B1/APP/ARCN1/ATP6AP1/ATP6V0A1/ATP6V0B/ATP6V0C/ATP6V0D1/ATP6V0E2/ATP6V1A/ATP6V1B2/ATP6V1C1/ATP6V1F/ATP6V1G2/ATP6V1H/B2M/BCAP31/CD59/CLINT1/CLTA/CNIH3/COPE/COPG2/COPZ2/CTSC/DAB2/DBNL/DNAJC5/DNM2/DVL1/DVL2/EGFR/EPN1/ERGIC1/ERGIC3/FCHO2/FURIN/FZD4/FZD5/GGA2/GOSR2/GPR107/HBEGF/HIP1/HLA-A/HLA-B/HLA-C/HLA-DPA1/HLA-E/HLA-F/HSPA8/KDELR1/KDELR2/KDELR3/KIAA0319/LDLR/LDLRAP1/LMAN1/LMAN2/LRP2/MCFD2/MYO6/NRGN/OCRL/PACS1/PACSIN1/PDCD6/PEF1/RAB13/RAB35/RAB5A/RAB8A/RAB8B/RASSF9/RGS19/SAR1A/SAR1B/SCARB2/SCYL1/SEC13/SEC16A/SEC24C/SEC24D/SEC31A/SEC31B/SFTA3/SLC2A4/SLC2A8/SNX3/SORT1/SPG21/SREBF1/STEAP2/STON1/SYT11/SYT2/TEX261/TFRC/TMED1/TMED2/TMED7/TMEM199/VAMP2/VAMP3/VAMP8/VMA21/VPS18/VPS33A/VPS33B/VPS41/VTI1A/VTI1B/WIPI1",126
"GO:0031594","GO:0031594","neuromuscular junction","37/5586","68/17401",0.000114758357632624,0.00115676424493685,0.000769887648398517,"ACHE/APP/ASCC1/CDK5/CDK5R1/CIB2/COL4A5/DLGAP3/DNAJA3/DNAJC5/EFNA2/EPHA4/EPHA7/F2R/FCHSD1/ITGB1/LAMA5/LAMB2/LRP4/MYH9/NEFL/PDZRN3/PRKACA/PRKAR1A/PSEN2/SERPINE2/SNTA1/SPOCK1/SYNC/SYNGR1/SYNGR2/SYNGR3/SYP/TBC1D24/TUBA1A/UNC13A/UNC13B",37
"GO:0030427","GO:0030427","site of polarized growth","76/5586","165/17401",0.000118004501572692,0.00117383425248625,0.000781248639220867,"ABL1/ADCY10/APBB2/APP/AUTS2/BASP1/BOC/C9orf72/CALM3/CCDC120/CDK5/CDK5R1/CDK5R2/CDKL5/CFL1/COPG2/CPEB4/CRMP1/CTTN/CYTH2/DBN1/DBNL/DNM2/DVL1/EPHA4/EPS8/EXOC3/EXOC4/EXOC7/EXOC8/FEZ1/FLRT3/FMR1/FSCN1/FXR2/GPM6A/GPRIN1/HSP90AA1/HSP90AB1/IGF2BP1/IGHMBP2/INPP5J/IQGAP1/ITGA3/ITGA4/KATNB1/KIF21B/L1CAM/LMTK2/LRRC45/MAP1B/MAPT/MYH14/MYO5A/MYO9A/NEFL/NGEF/NIN/ORAI2/PCDH9/PI4K2A/PPP1R9B/PSEN2/PTBP2/PTPRS/SHANK2/SIRT2/SLC2A13/SNAP25/STMN3/TIAM2/TRPV4/TUBB3/TWF2/UNC5C/ZFYVE27",76
"GO:0071005","GO:0071005","U2-type precatalytic spliceosome","28/5586","48/17401",0.000158042591476398,0.00155169089813191,0.00103273217670155,"DHX16/EFTUD2/IK/LSM2/LSM3/LSM4/LSM5/LSM6/LSM7/PRPF3/PRPF38A/PRPF4/PRPF6/PRPF8/RNF113A/SF3A1/SF3A3/SF3B1/SF3B2/SF3B3/SF3B4/SMU1/SNRNP200/SNRPB/SNRPD1/SNRPD2/SNRPD3/ZMAT2",28
"GO:0030658","GO:0030658","transport vesicle membrane","93/5586","211/17401",0.000165727684069807,0.00160628370713813,0.00106906657200226,"AP1B1/AP1G1/AP1M1/AP1S1/AP1S2/AP2A1/ATP6AP1/ATP6V0A1/ATP6V0C/ATP6V0E2/ATP6V1B1/ATP6V1B2/ATP6V1C1/ATP6V1F/ATP6V1G2/B2M/BCL2L1/CALM3/CD59/CLTA/CNIH3/DMXL2/DNAJC5/DOC2A/GOSR2/HLA-A/HLA-B/HLA-C/HLA-DPA1/HLA-E/HLA-F/ITPR1/LMAN1/MAP6/MCFD2/NRGN/PAM/PDCD6/PEF1/PRRT2/PTPRS/RAB11B/RAB26/RAB35/RAB3B/RAB5A/RAB5B/RAB7A/RASSF9/RPH3AL/SAR1A/SAR1B/SCAMP5/SEC13/SEC16A/SEC24C/SEC24D/SEC31A/SEC31B/SEMA4C/SLC17A5/SLC30A3/SLC9B2/SNAPIN/SORL1/SREBF1/STX16/SYN1/SYN2/SYN3/SYNGR1/SYNGR2/SYNGR3/SYP/SYPL1/SYPL2/SYT2/SYT4/SYT6/SYTL4/TMED2/TMED7/TMEM163/TMEM184A/TMEM30A/TPRG1L/UNC13A/UNC13B/VAMP1/VAMP2/VMA21/VTI1A/VTI1B",93
"GO:1902554","GO:1902554","serine/threonine protein kinase complex","57/5586","118/17401",0.000173029430885058,0.00165582594619119,0.00110203954647645,"ACVR1B/ACVR1C/ATG13/BCCIP/CCNA2/CCNB1/CCND1/CCND2/CCND3/CCNE1/CCNF/CCNG1/CCNH/CCNI/CCNK/CCNL1/CCNL2/CCNT2/CDK12/CDK16/CDK4/CDK5/CDK5R1/CDK5R2/CDK6/CDK9/CDKN1A/CHUK/CKS1B/CKS2/CNPPD1/CSNK2A1/CSNK2B/DAPK1/DBF4/DBF4B/ERCC2/ERCC3/ERN1/GTF2H1/MNAT1/PARD6A/PRKACA/PRKACB/PRKAR1A/PRKAR1B/PRKAR2A/PRKAR2B/SESN2/SMCR8/TBK1/TGFBR2/STING1/TRAF3/ULK1/XRCC5/XRCC6",57
"GO:0097431","GO:0097431","mitotic spindle pole","21/5586","33/17401",0.000193747432488875,0.00183091323701987,0.00121856937802213,"ARHGEF7/ASPM/AURKB/BCCIP/EML1/FAM83D/GIT1/HSF1/IK/KAT5/KATNA1/MAPRE1/NIN/NUMA1/PLK1/RAE1/SMC1A/SMC3/SPAG5/STAG1/YPEL5",21
"GO:0005604","GO:0005604","basement membrane","48/5586","96/17401",0.000196287138202226,0.00183201328988745,0.0012193015212562,"ACHE/ACTA2/ADAMTS1/AGRN/ANXA2/ATRNL1/CASK/CCDC80/COL17A1/COL18A1/COL2A1/COL4A1/COL4A2/COL4A4/COL4A5/COL4A6/COL5A1/DAG1/DST/EGFLAM/FBLN1/FBN1/FN1/FRAS1/FREM2/HSPG2/ITGB4/LAMA1/LAMA3/LAMA4/LAMA5/LAMB1/LAMB2/LAMC1/LAMC3/LOXL2/NID1/NID2/NPNT/NTN1/NTN4/NTNG2/PXDN/SERPINF1/SMOC1/SMOC2/TIMP3/TMEFF1",48
"GO:0017053","GO:0017053","transcription repressor complex","40/5586","77/17401",0.000233980058277136,0.0021571820007014,0.00143571845772107,"AKIRIN2/ARID4A/CBX5/CCND1/CDX2/CTBP1/CTNNB1/CTNNBIP1/DRAP1/GFI1/H1-0/HDAC1/HDGF/HMGB1/INSM1/INSM2/JAZF1/JUN/LIN52/MAX/MDM2/MDM4/MEN1/MIER1/MXD1/MYC/N4BP2L2/PHF12/RBBP8/RBPJ/RELB/RLIM/SIN3A/SKI/SP1/SP3/TBL1XR1/TFAP4/ZFPM1/ZNF224",40
"GO:1902911","GO:1902911","protein kinase complex","62/5586","132/17401",0.000248088243357402,0.0022113630088235,0.00147177877780233,"ACVR1B/ACVR1C/ATG13/BCCIP/CCNA2/CCNB1/CCND1/CCND2/CCND3/CCNE1/CCNF/CCNG1/CCNH/CCNI/CCNK/CCNL1/CCNL2/CCNT2/CDK12/CDK16/CDK4/CDK5/CDK5R1/CDK5R2/CDK6/CDK9/CDKN1A/CHUK/CKS1B/CKS2/CNPPD1/CSNK2A1/CSNK2B/DAPK1/DBF4/DBF4B/ERCC2/ERCC3/ERN1/GTF2H1/IGF1R/INSR/IRS1/MNAT1/PARD6A/PRKAA2/PRKAB2/PRKACA/PRKACB/PRKAR1A/PRKAR1B/PRKAR2A/PRKAR2B/SESN2/SMCR8/TBK1/TGFBR2/STING1/TRAF3/ULK1/XRCC5/XRCC6",62
"GO:0005766","GO:0005766","primary lysosome","69/5586","150/17401",0.000248632084325393,0.0022113630088235,0.00147177877780233,"ACLY/ACTR10/ACTR2/AGA/ANXA11/ANXA2/ARSB/ATP11B/ATP6V0C/ATP8A1/BRI3/BST2/C6orf120/CAP1/CCT2/CD68/CKAP4/CMTM6/CPNE1/CPNE3/CREG1/CTSA/CTSC/CYB5R3/DDOST/DNAJC5/FAF2/FTL/GAA/GALNS/GDI2/GM2A/GNS/GRN/GUSB/HEBP2/HEXB/LAMP1/LAMP2/LAMTOR1/LPCAT1/MAGT1/MAN2B1/MAPK1/NCSTN/NDUFC2/NHLRC3/PA2G4/PADI2/PRDX6/PSMD1/PTGES2/RAB3D/RAB5C/SDCBP/SLCO4C1/SNAP23/SNAP29/SURF4/SYNGR1/TMEM179B/TMEM30A/TOLLIP/TRAPPC1/TUBB/TUBB4B/VAMP8/VAT1/VCP",69
"GO:0042582","GO:0042582","azurophil granule","69/5586","150/17401",0.000248632084325393,0.0022113630088235,0.00147177877780233,"ACLY/ACTR10/ACTR2/AGA/ANXA11/ANXA2/ARSB/ATP11B/ATP6V0C/ATP8A1/BRI3/BST2/C6orf120/CAP1/CCT2/CD68/CKAP4/CMTM6/CPNE1/CPNE3/CREG1/CTSA/CTSC/CYB5R3/DDOST/DNAJC5/FAF2/FTL/GAA/GALNS/GDI2/GM2A/GNS/GRN/GUSB/HEBP2/HEXB/LAMP1/LAMP2/LAMTOR1/LPCAT1/MAGT1/MAN2B1/MAPK1/NCSTN/NDUFC2/NHLRC3/PA2G4/PADI2/PRDX6/PSMD1/PTGES2/RAB3D/RAB5C/SDCBP/SLCO4C1/SNAP23/SNAP29/SURF4/SYNGR1/TMEM179B/TMEM30A/TOLLIP/TRAPPC1/TUBB/TUBB4B/VAMP8/VAT1/VCP",69
"GO:0030687","GO:0030687","preribosome, large subunit precursor","15/5586","21/17401",0.00025164617974802,0.00221214548708725,0.00147229955837887,"EBNA1BP2/EIF6/FTSJ3/MAK16/MDN1/MRTO4/NOC2L/PES1/PPAN/RRP1/RRP15/RRP1B/RRS1/WDR74/ZNF622",15
"GO:0071011","GO:0071011","precatalytic spliceosome","28/5586","49/17401",0.000256352633656623,0.00222761598901617,0.00148259599380358,"DHX16/EFTUD2/IK/LSM2/LSM3/LSM4/LSM5/LSM6/LSM7/PRPF3/PRPF38A/PRPF4/PRPF6/PRPF8/RNF113A/SF3A1/SF3A3/SF3B1/SF3B2/SF3B3/SF3B4/SMU1/SNRNP200/SNRPB/SNRPD1/SNRPD2/SNRPD3/ZMAT2",28
"GO:0000791","GO:0000791","euchromatin","31/5586","56/17401",0.000267128004521129,0.00225519280686029,0.00150094982133002,"ALKBH1/ASH2L/BCAS3/CBX2/CECR2/CTNNB1/CTR9/EXOSC10/EXOSC3/EXOSC5/H1-0/H3-5/HIF1A/H1-2/H1-3/HSF1/JUN/KLF4/PADI2/PELP1/POU4F2/RBMX/RRP1B/RUVBL2/SETD5/SP1/TCF3/TRIM28/UHRF1/SKIC8/ZC3H8",31
"GO:0035097","GO:0035097","histone methyltransferase complex","31/5586","56/17401",0.000267128004521129,0.00225519280686029,0.00150094982133002,"AEBP2/ASH2L/BOD1/CBX5/EZH1/HCFC1/HCFC2/JARID2/KDM6B/MAX/MCRS1/MEN1/NCOA6/PAXIP1/PELP1/PRDM4/PRMT5/RBBP4/RBBP7/RUVBL1/RUVBL2/SENP3/SETD1A/SETD1B/SUZ12/TAF4/TAF7/TEX10/WDR5/WDR5B/WDR82",31
"GO:0001650","GO:0001650","fibrillar center","65/5586","140/17401",0.000268475334150035,0.00225519280686029,0.00150094982133002,"AKNA/APEX2/CAMK4/CC2D1A/CD2BP2/POLR1G/COIL/DAB2/DCLRE1A/DEAF1/DKC1/E2F5/EEF1D/FBL/FBLL1/FHIT/HEATR1/CILK1/IMP4/IP6K1/JAZF1/KDM4A/KIT/KLF6/LIPA/MAP3K14/MBD6/MLLT1/MRI1/MRPL23/MTDH/NEDD1/NFIB/NHEJ1/NOLC1/NONO/NUFIP1/PLRG1/POLR1B/POLR1C/POLR1E/POLR2F/PRMT7/RAE1/RERG/SAMD4A/SAP30L/SELENBP1/SMARCA4/SMARCA5/SMARCB1/SPECC1/TAF4B/TCOF1/TIMM13/TOP1/TRAF4/TXNRD1/UBE2N/UBTF/URB1/UTP15/WDR33/WDR43/YY1AP1",65
"GO:0071013","GO:0071013","catalytic step 2 spliceosome","43/5586","85/17401",0.000298326327079338,0.00247840333265912,0.00164950820525071,"ALYREF/CWC15/DDX23/DDX5/DHX38/EFTUD2/EIF4A3/FRG1/HNRNPA3/HNRNPF/HNRNPK/HNRNPM/HNRNPR/HNRNPU/LSM2/LSM3/LSM7/PABPC1/PLRG1/PNN/PPIL1/PPIL2/PRPF19/PRPF6/PRPF8/RALY/RBM22/RBM8A/RBMX/SF3A1/SF3A3/SF3B1/SF3B2/SF3B3/SNRNP200/SNRNP40/SNRPB/SNRPD1/SNRPD2/SNRPD3/SYNCRIP/TFIP11/U2AF1",43
"GO:0005743","GO:0005743","mitochondrial inner membrane","166/5586","414/17401",0.000317252578212487,0.00260698857748522,0.00173508847123076,"ABCB7/ACAD9/ACADVL/ADCK1/AGK/AIFM1/ALDH18A1/ATAD3A/ATAD3B/AURKAIP1/BCL2L1/BCS1L/CCDC51/CDS2/CKMT1A/CKMT1B/CLU/CNP/COQ2/COQ4/COQ5/COQ7/COX15/COX5B/COX6B1/COX7C/CPS1/CRAT/CRLS1/DHRS13/DNAJC11/DNAJC30/ECSIT/EFHD1/ERAL1/GADD45GIP1/GHITM/GRPEL1/GUF1/HIGD1A/IFI6/LETM1/MRPL1/MRPL11/MRPL12/MRPL14/MRPL15/MRPL20/MRPL23/MRPL27/MRPL28/MRPL3/MRPL30/MRPL33/MRPL35/MRPL36/MRPL37/MRPL38/MRPL4/MRPL40/MRPL41/MRPL44/MRPL45/MRPL46/MRPL47/MRPL49/MRPL51/MRPL52/MRPL53/MRPL54/MRPL9/MRPS10/MRPS11/MRPS12/MRPS15/MRPS16/MRPS18A/MRPS18B/MRPS2/MRPS23/MRPS25/MRPS35/MRPS5/MRPS7/MRS2/MTFP1/MTG1/MTX1/MTX3/NDUFA1/NDUFA11/NDUFA12/NDUFA5/NDUFA8/NDUFAB1/NDUFAF2/NDUFAF4/NDUFB10/NDUFB11/NDUFB2/NDUFB5/NDUFB8/NDUFB9/NDUFC2/NDUFS2/NDUFS3/NDUFS5/NDUFS6/NDUFS7/NDUFS8/NNT/OPA1/PGS1/PHB1/PISD/PLA2G4A/PMPCA/PPOX/PSEN2/PTPN1/SAMM50/SDHC/SFXN1/SFXN2/SFXN4/SFXN5/SHMT2/SLC25A1/SLC25A10/SLC25A11/SLC25A13/SLC25A14/SLC25A20/SLC25A22/SLC25A23/SLC25A24/SLC25A25/SLC25A26/SLC25A27/SLC25A29/SLC25A36/SLC25A37/SLC25A38/SLC25A43/SLC25A45/SLC27A1/SLC41A3/SLC9B2/SPHK2/SPNS1/THEM4/TIMM10/TIMM13/TIMM23/TIMM50/TIMM8A/TIMM9/TMEM126A/TMEM177/TMEM65/TOMM40/TRAP1/TTC19/TYMS/UCP2/UQCR11",166
"GO:0031902","GO:0031902","late endosome membrane","63/5586","136/17401",0.000357069685425185,0.00286931265723422,0.00190967898935945,"ABCA5/ANXA2/ARL8B/ATP13A3/BAIAP3/CD68/CHMP1A/CHMP1B/CHMP4A/CHMP4B/CHMP6/CHMP7/CLCN3/CLCN4/CLN3/GOSR2/HGS/ELAPOR1/LAMP1/LAMP2/LAMP3/LAMTOR1/LAMTOR3/LAPTM4A/MARCHF8/MICALL1/MITD1/MMD/MR1/MREG/OSBPL11/PLD1/RAB7A/RHOB/SCARB2/SLC11A2/SLC30A3/SLC39A14/SLC9A9/SNF8/SNX16/SORL1/SPPL2A/STARD3NL/TMEM106B/TMEM30A/TMEM59/TMEM9/TPCN2/VAC14/VAMP8/VPS18/VPS33A/VPS33B/VPS37B/VPS37C/VPS39/VPS41/VPS4A/VTI1A/VTI1B/WDR81/YIPF1",63
"GO:0042470","GO:0042470","melanosome","52/5586","108/17401",0.000360561775710649,0.00286931265723422,0.00190967898935945,"AHCY/ANKRD27/ANXA11/ANXA2/ATP1A1/ATP6V0A1/ATP6V1B2/ATP6V1G2/BACE2/BSG/CAPG/CNP/CTNS/CTSB/CTSD/DNAJC5/GANAB/GCHFR/HSP90AA1/HSP90AB1/HSP90B1/HSPA5/HSPA8/ITGB1/LAMP1/MFSD12/MREG/MYO5A/NAP1L1/NCSTN/PDIA4/PRDX1/RAB32/RAB35/RAB5A/RAB5B/RAB5C/RAB7A/RAB9A/RAC1/RAN/SDCBP/SERPINF1/SLC1A5/SLC2A1/SLC3A2/SYNGR1/SYPL1/TFRC/TMEM33/YWHAB/YWHAE",52
